steps
"whisk together the soy sauce , sherry , sugar , ginger , cornstarch , crushed red pepper , and garlic powder in a large glass or ceramic bowl . add the chicken and toss to evenly coat . cover the bowl with plastic wrap , and marinate in the refrigerator for 1 to 2 hours . heat the vegetable oil in a skillet over medium heat . stir in the bell pepper and onion ; cook and stir until the onion has softened and turned translucent , about 5 minutes . place onion and bell pepper on a plate and set aside . reduce heat to medium low , stir chicken and marinade into the same skillet . cook the chicken breasts until no longer pink in the center and the juices run clear , about 15 minutes . stir in cashews and cook for 1 to 2 minutes . stir in the onion and bell pepper , cooking until heated through ."
"to marinate , place chicken in a nonporous glass dish or bowl . in a small bowl mix together oyster sauce , sesame oil , sugar , egg , salt and pepper ; pour mixture over chicken , cover dish and marinate for at least 1 hour . dip marinated chicken in cornflour and sautee in a large skillet until cooked through and color is a nice , golden brown . to make sauce , bring 1/2 cup water to boil in a small saucepan ; dissolve sugar in boiling water , then add lemon juice and thicken liquid with pudding mix . cut chicken into bite size pieces and pour sauce over all ; sprinkle with toasted sesame seeds and serve ."
"heat 4 cups vegetable oil in a deep fryer or large saucepan to 375 degrees f . beat the egg in a mixing bowl . add the chicken cubes ; sprinkle with salt , 1 teaspoon sugar , and white pepper ; mix well . mix in 1 cup of cornstarch a little bit at a time until the chicken cubes are well coated . in batches , carefully drop the chicken cubes into the hot oil one by one , cooking until they turns golden brown and begin to float , about 3 minutes . remove the chicken and allow to cool as you fry the next batch . once all of the chicken has been fried , refry the chicken , starting with the batch that was cooked first . cook until the chicken turns deep golden brown , about 2 minutes more . drain on a paper towel lined plate . heat 2 tablespoons vegetable oil in a wok or large skillet over high heat . stir in the green onion , garlic , whole chiles , and orange zest . cook and stir a minute or two until the garlic has turned golden and the chiles brighten . add 1/2 cup sugar , the ginger , chicken broth , vinegar , soy sauce , sesame oil , and peanut oil ; bring to a boil and cook for 3 minutes . dissolve 2 teaspoons of cornstarch into the water , and stir into the boiling sauce . return to a boil and cook until the sauce thickens and is no longer cloudy from the cornstarch , about 1 minute . stir the chicken into the boiling sauce . reduce heat to low and cook for a few minutes until the chicken absorbs some of the sauce ."
"bring 4 quarts water to a boil in a large pot ; add whole chicken to the boiling water . crush half the ginger and add to the boiling water . add crushed green onion white . boil chicken until 3/4 cooked , about 10 minutes . remove from pot and cool ; reserve chicken broth . remove skin from cooled chicken and cut meat from the bones . cut meat into bite sized pieces and set aside . discard skin and bones . peel the remaining half ginger piece and slice into 1 1/2 inch slivers . combine ginger slivers , fresh red chile pepper slivers , dried red chile peppers , and red pepper flakes in a bowl . heat a wok or large skillet over high heat ; add lard and swirl around until melted . cook and stir ginger chile pepper mixture in the hot lard , continuously moving wok , until fragrant , about 30 seconds . add chicken meat ; splash cooking wine around the edges of the chicken . pour in vinegar and season with salt . pour about 1 cup leftover chicken broth into the chicken mixture ; bring to a boil . reduce heat and simmer until chicken is no longer pink in the center and liquid is mostly evaporated , 5 to 10 minutes . whisk cornstarch and 1/4 cup cold water together in a small bowl . stir cornstarch mixture into chicken mixture ; stir to coat chicken . add 5 green onions and stir to combine . remove from heat and stir in sesame oil ."
"stir together 1 teaspoon cooking wine and 1/2 teaspoon salt in a bowl ; add the chicken and stir to coat . allow to marinate 2 to 3 minutes . place the marinated chicken in a large , sealable plastic bag with the cornstarch and shake to coat . heat the peanut oil in a wok or large skillet over high heat . fry the chicken in the oil until it begins to crisp around the edges , 7 to 10 minutes . remove the chicken to a paper towel lined plate to drain . reserve 2 tablespoons of the oil , discarding the rest . reheat the reserved oil in the wok over medium high heat ; cook and stir the garlic , ginger , and green onions in the oil until fragrant , about 1 minute . add the green chilies , crushed dried chilies , and szechuan peppercorns ; continue frying about 20 seconds more . return the chicken to the wok ; stir in the soy sauce , 2 teaspoons cooking wine , sugar , and 1/2 teaspoon salt until thoroughly combined . remove from heat and serve immediately ."
"to make marinade , in a nonporous dish or bowl blend cornstarch with wine or sherry ; then stir in lemon juice , soy sauce , hot pepper sauce , ginger and garlic . blend together and stir in chicken strips . cover dish and refrigerate to marinate for 3 to 4 hours . in a wok or large skillet , place sesame seeds and dry fry over medium heat , shaking the wok , until the seeds are a golden brown color . remove seeds and set aside . to same wok or skillet add sesame oil and vegetable oil and heat slowly . drain chicken , reserving marinade , and stir fry in wok a few pieces at a time , until browned . remove chicken with a slotted spoon and set aside . add mushrooms and green bell pepper to same wok or skillet and stir fry for 2 to 3 minutes . add the scallions and stir fry 1 minute more . return chicken to wok , together with reserved marinade , and stir over medium high heat for another 2 to 3 minutes , or until the ingredients are evenly coated with the glaze . sprinkle toasted sesame seeds on top and serve immediately ."
"bring the rice and 4 cups of water to a boil in a saucepan over high heat . reduce heat to medium low , cover , and simmer until the rice is tender , and the liquid has been absorbed , 20 to 25 minutes . wash and soak the shittake mushrooms in 1 cup of hot water until softened , about 10 minutes . slice the mushrooms and set aside , reserving liquid . season the ground chicken with the soy sauce , sesame oil , and white pepper . heat the vegetable oil in a skillet over medium heat . stir in the garlic and cook until fragrant . toss in the ground chicken , mushroom , and sausages . cook and stir until the chicken is crumbly , evenly browned , and no longer pink . stir in the reserved mushroom liquid , dark soy sauce , green onions , and rice . cook and stir until the rice is evenly coated with the sauce . pour the eggs over the rice , stirring until the egg are no longer runny ."
"heat the vegetable oil in a large saucepan with a lid over medium heat . cook and stir the bacon pieces until lightly browned and the oil has a bacon flavor , about 1 minute . remove the bacon from the pan , turn the heat to high , stir in the garlic , and cook until the garlic cloves are beginning to turn golden brown , about 1 more minute . add the chicken pieces , stirring to seal the surfaces of the meat . turn the heat down , and cook until golden brown on the outside but still pink on the inside , about 3 minutes . return the bacon pieces to the pan , and stir in the dark soy sauce , oyster sauce , light soy sauce , and rice , and mix everything together until well combined . pour in the water , cover the pan , and turn the heat to low . simmer until the rice is cooked and grains of roasted rice are stuck on the bottom of the pan , about 30 minutes . serve each portion topped with some of the browned rice kernels scraped from the bottom ."
"rinse and pat dry the chicken wings . whisk together the sugar , soy sauce , rice wine , chili garlic sauce , sesame oil , and garlic in a large bowl , then add the chicken wings and toss to evenly coat . heat a lightly oiled skillet over medium heat . stir in the chicken wings , sauce , and water . cover and cook until the chicken wings are no longer pink at the bone , turning the chicken wings occasionally , about 15 minutes . remove lid and continue cooking until the sauce has thickened , 5 to 10 minutes ."
"toss the strips of chicken breast with the cornstarch in a mixing bowl . sprinkle with the sesame oil and toss until evenly mixed . heat the vegetable oil in a wok or large skillet over high heat . stir in the chicken and cook until lightly browned , about 5 minutes . add the garlic and cook until fragrant . stir in the pea shoots just until wilted ; pour in the chicken broth and bring to a simmer . cook and stir a few minutes until the chicken broth has thickened . season to taste with salt and pepper ."
