Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),cuisine
92831,Central American,Honduran,Latin American,2.2113,28.4805,4.3563,0.1487,Central American
92832,Central American,Honduran,Latin American,128.0010,1355.7672,189.1711,19.2259,Central American
92833,Central American,Honduran,Latin American,64.9030,359.0890,8.9122,8.3501,Central American
92834,Central American,Honduran,Latin American,135.7166,1544.6187,197.6721,31.7974,Central American
92835,Central American,Honduran,Latin American,56.6417,327.8219,22.9427,3.1332,Central American
92836,Central American,Honduran,Latin American,2.4487,134.3927,0.6589,12.3115,Central American
92837,Central American,Honduran,Latin American,263.7908,1668.6495,64.4752,61.5952,Central American
92838,Central American,Honduran,Latin American,20.6464,94.7200,3.0848,0.4864,Central American
92839,Central American,Honduran,Latin American,317.4818,1911.9400,34.8277,65.5680,Central American
92840,Central American,Honduran,Latin American,49.3838,1235.3919,97.6059,72.7352,Central American
92841,Central American,Honduran,Latin American,343.7352,1874.9960,39.2279,41.8638,Central American
92842,Central American,Honduran,Latin American,755.1416,6368.1850,464.4176,184.1202,Central American
92843,Central American,Honduran,Latin American,676.6959,4142.2787,205.0427,57.7678,Central American
92844,Central American,Honduran,Latin American,57.6254,2021.8649,229.2105,91.5528,Central American
92845,Central American,Honduran,Latin American,225.7952,966.2680,6.6743,4.8396,Central American
92846,Central American,Honduran,Latin American,120.9377,2318.8649,142.7059,145.4651,Central American
92847,Central American,Honduran,Latin American,44.7542,775.4811,122.7978,17.4009,Central American
92848,Central American,Honduran,Latin American,239.6364,2176.3759,117.5203,81.6125,Central American
92849,Central American,Honduran,Latin American,165.4275,886.1350,6.8378,23.5136,Central American
92850,Central American,Honduran,Latin American,52.1180,643.4234,5.2427,47.0406,Central American
92851,Central American,Honduran,Latin American,346.2034,3897.7800,193.9349,206.0101,Central American
92852,Central American,Honduran,Latin American,305.0276,1931.2788,32.1310,67.3271,Central American
92853,Central American,Honduran,Latin American,138.5590,885.5000,16.1392,27.6796,Central American
92854,Central American,Honduran,Latin American,64.8004,1645.4732,140.1698,88.9952,Central American
92855,Central American,Honduran,Latin American,299.1466,1343.8300,7.8894,15.3603,Central American
92856,Central American,Honduran,Latin American,98.4012,1891.1150,27.9229,162.8244,Central American
92857,Central American,Honduran,Latin American,46.2712,1191.0173,113.8400,59.6252,Central American
92858,Central American,Honduran,Latin American,193.5980,793.3491,8.4707,0.8260,Central American
92859,Central American,Honduran,Latin American,612.5288,3765.9630,67.9778,120.0752,Central American
92860,Central American,Honduran,Latin American,231.1830,1941.2940,111.5607,81.5970,Central American
92861,Central American,Honduran,Latin American,185.1062,961.5082,31.4076,12.6457,Central American
92862,Central American,Honduran,Latin American,398.5737,2587.6961,111.2837,59.7000,Central American
